-33	-3.14861e-08	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.000109452	-5.91534e-06	-2.05927e-08	2.71075e-08	-4.82635e-09	9.24921e-09	2.71075e-08	-4.82635e-09	9.24921e-09	4.68719e-08	-9.16679e-09	1.90651e-08	0.0136883	-0.000739686	-2.57928e-06	3.3905e-06	-6.03515e-07	1.15628e-06	3.3905e-06	-6.03515e-07	1.15628e-06	5.86277e-06	-1.14606e-06	2.38396e-06	
-33	-1.02518e-07	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.000240099	-1.29745e-05	-4.52391e-08	5.94705e-08	-1.05859e-08	2.02819e-08	5.94705e-08	-1.05859e-08	2.02819e-08	1.02835e-07	-2.01025e-08	4.18159e-08	0.020213	-0.00109206	-3.81712e-06	5.00744e-06	-8.91017e-07	1.70647e-06	5.00744e-06	-8.91017e-07	1.70647e-06	8.65919e-06	-1.69156e-06	3.51953e-06	
-33	-2.90791e-07	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.000480229	-2.59463e-05	-9.06539e-08	1.18965e-07	-2.11698e-08	4.05469e-08	1.18965e-07	-2.11698e-08	4.05469e-08	2.0572e-07	-4.01918e-08	8.36214e-08	0.0284768	-0.00153814	-5.39285e-06	7.05608e-06	-1.25498e-06	2.40239e-06	7.05608e-06	-1.25498e-06	2.40239e-06	1.22027e-05	-2.3817e-06	4.957e-06	
-33	-6.28472e-07	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.000801285	-4.32856e-05	-1.51544e-07	1.98526e-07	-3.53169e-08	6.76219e-08	1.98526e-07	-3.53169e-08	6.76219e-08	3.43316e-07	-6.70355e-08	1.395e-07	0.0366425	-0.00197871	-6.95884e-06	9.08124e-06	-1.61443e-06	3.08901e-06	9.08124e-06	-1.61443e-06	3.08901e-06	1.5706e-05	-3.06281e-06	6.37656e-06	
-33	-1.20061e-06	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.00123125	-6.65005e-05	-2.33326e-07	3.05097e-07	-5.4258e-08	1.03854e-07	3.05097e-07	-5.4258e-08	1.03854e-07	5.27638e-07	-1.02963e-07	2.1431e-07	0.0452349	-0.00244204	-8.6165e-06	1.12131e-05	-1.99245e-06	3.81035e-06	1.12131e-05	-1.99245e-06	3.81035e-06	1.93945e-05	-3.77857e-06	7.86933e-06	
-33	-1.97735e-06	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.00171397	-9.25572e-05	-3.25409e-07	4.24769e-07	-7.55175e-08	1.445e-07	4.24769e-07	-7.55175e-08	1.445e-07	7.34633e-07	-1.43273e-07	2.98274e-07	0.0531648	-0.00286941	-1.01555e-05	1.31814e-05	-2.34112e-06	4.47499e-06	1.31814e-05	-2.34112e-06	4.47499e-06	2.28004e-05	-4.43825e-06	9.24608e-06	
-32.9999	-3.0336e-06	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.00227572	-0.000122872	-4.32869e-07	5.6406e-07	-1.00251e-07	1.91765e-07	5.6406e-07	-1.00251e-07	1.91765e-07	9.75578e-07	-1.90153e-07	3.95955e-07	0.0610229	-0.00329269	-1.16895e-05	1.51326e-05	-2.68643e-06	5.13256e-06	1.51326e-05	-2.68643e-06	5.13256e-06	2.61773e-05	-5.0911e-06	1.06095e-05	
-32.9999	-4.43846e-06	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.00292741	-0.000158031	-5.57889e-07	7.25685e-07	-1.28936e-07	2.46557e-07	7.25685e-07	-1.28936e-07	2.46557e-07	1.25518e-06	-2.44506e-07	5.0924e-07	0.0689363	-0.0037187	-1.32434e-05	1.70984e-05	-3.03396e-06	5.79365e-06	1.70984e-05	-3.03396e-06	5.79365e-06	2.95798e-05	-5.74764e-06	1.19815e-05	
-32.9999	-6.23394e-06	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.00366446	-0.000197785	-6.99694e-07	9.08515e-07	-1.6137e-07	3.08476e-07	9.08515e-07	-1.6137e-07	3.08476e-07	1.57148e-06	-3.05938e-07	6.37322e-07	0.0768181	-0.00414277	-1.48004e-05	1.9057e-05	-3.37988e-06	6.45096e-06	1.9057e-05	-3.37988e-06	6.45096e-06	3.29705e-05	-6.40062e-06	1.33471e-05	
-32.9998	-8.43682e-06	1.5	-6.00125	6.00125	-14.7	6.00125	6.00125	-14.7	6.00125	-6.00125	-14.7	0.00447505	-0.000241494	-8.56098e-07	1.10962e-06	-1.9703e-07	3.7652e-07	1.10962e-06	-1.9703e-07	3.7652e-07	1.91943e-06	-3.73455e-07	7.78138e-07	0.0845503	-0.00455854	-1.63373e-05	2.09792e-05	-3.71901e-06	7.09467e-06	2.09792e-05	-3.71901e-06	7.09467e-06	3.62986e-05	-7.04027e-06	1.46857e-05	
